"L","R","F","M","C"
38.58,28,3,5088,0.51547956
22.42,680,3,2938,0.892682097
55.97,98,2,2285,1.147768053
15.84,480,2,4196,0.625
94.74,25,5,6082,0.431177244
44.55,463,5,5013,0.523060044
88.52,70,3,4200,0.624290476
18.1,547,2,2622,1
32,460,2,2622,1
14.84,140,7,5933,0.441835496
19.65,2,5,5419,0.483727625
13.52,331,2,3349,0.782651538
18.35,557,2,3276,0.8
18.13,549,2,3276,0.8
27.84,516,2,3276,0.8
20.39,307,5,6804,0.385155791
30.52,635,2,5060,0.517905138
15.81,35,2,3882,0.675
72.71,278,2,4609,0.568442178
71.39,151,4,4560,0.574508772
77.19,534,2,3603,0.727060783
16.06,184,4,4110,0.637270073
83.68,295,2,5954,0.439879073
69.26,93,2,3167,0.826836123
19.39,17,2,5344,0.49
25.35,158,3,5104,0.513025078
24,69,4,4528,0.578242049
38.9,197,2,3400,0.77
30.61,95,6,3612,0.724761905
49.45,343,4,3416,0.766334895
76.58,163,2,3437,0.761649695
70.1,588,2,4986,0.525
35.97,73,2,4222,0.62
39.35,479,4,6544,0.4
26.26,619,3,3081,0.849496917
61.35,135,2,4436,0.59
51.97,82,2,2266,1.155
27.06,74,3,3906,0.67
101.52,192,4,3826,0.683949294
20.68,341,4,7805,0.335253043
68.71,3,3,5901,0.443333333
63.94,549,2,2616,1
43.39,473,2,2616,1
30.23,355,2,2616,1
22.06,575,2,2616,1
20,493,2,2616,1
44.81,402,3,2616,1
66.26,512,2,2616,1
20.06,610,2,2616,1
32.61,719,2,2616,1
91.61,422,2,2616,1
74,578,2,2616,1
70.13,718,2,2616,1
103.94,634,3,4417,0.59204211
48.97,76,3,4521,0.57841628
102.74,75,3,3138,0.833333333
22.65,390,3,3931,0.665225134
43.16,297,6,4683,0.558345078
76.32,298,2,4101,0.637556693
22.35,242,2,3342,0.782342908
24.29,29,4,2870,0.91087108
66.74,256,2,3520,0.742644886
84.48,128,2,7289,0.358600631
12.97,163,4,3094,0.844764059
15.16,208,5,4626,0.564961089
29.19,239,2,3315,0.788307692
76.71,706,2,2613,1
86.61,152,3,3929,0.665044541
79.97,430,4,6911,0.378078426
19,56,6,6818,0.383223819
22.23,412,3,3674,0.711077844
28.71,659,3,2799,0.933333333
37.29,175,2,2750,0.949963636
52.65,144,2,2750,0.949963636
97.55,137,2,5870,0.445
53.23,60,3,3084,0.84692607
21.42,251,2,4327,0.603602958
38.58,15,3,4583,0.569869081
17.48,142,4,4523,0.577419854
18.58,459,2,3041,0.858730681
87.16,42,2,3415,0.764623719
12.23,1,2,3908,0.667981064
20.45,580,2,2610,1
38.68,119,2,3183,0.819820924
14.97,1,3,4446,0.586927575
64.32,605,3,3695,0.706197564
37.32,604,3,2710,0.962730627
15.03,384,2,6522,0.4
26.68,674,4,3205,0.813946958
15.29,216,4,2719,0.959396837
22.77,693,2,3478,0.75
111.23,195,5,2740,0.952
54.9,418,4,2914,0.895144132
63.23,121,6,2650,0.984226415
14.77,233,4,3702,0.704516478
16.61,147,5,4581,0.569290548
18.29,103,4,2858,0.91246676
77.55,17,2,2392,1.09
29.23,271,3,4130,0.631249395
89.74,248,3,3887,0.670640597
17.58,58,3,3718,0.701065089
63.68,500,2,3414,0.763473931
30.13,4,2,4662,0.559064779
101.9,155,4,4040,0.645
80.55,58,5,2895,0.9
35.32,101,2,3073,0.847826228
27.32,206,3,6938,0.375510233
81.65,234,5,5975,0.436
111.35,32,6,4874,0.534429627
45.9,290,3,5036,0.517225973
83.35,582,3,3173,0.820895052
102.32,557,4,3522,0.739437819
55.48,593,4,3522,0.739437819
43.16,280,3,3135,0.830660287
45.61,461,6,3293,0.790798664
15.16,90,4,5428,0.479729182
77.58,43,3,3567,0.73
72.58,356,3,3291,0.791218475
33.61,350,4,3451,0.754534917
94.87,253,3,4062,0.641019202
110.03,171,3,4284,0.60780112
51.32,95,5,4062,0.641014279
67.58,292,4,4344,0.59924954
14.29,286,3,3924,0.663333333
68.42,71,2,2892,0.9
23.68,622,3,4338,0.6
12.71,363,2,2892,0.9
18.84,571,2,2892,0.9
28.19,292,3,5708,0.455942537
12.61,156,4,3259,0.798514882
43.74,234,2,3122,0.833520179
67.13,112,5,3424,0.75989486
34.71,86,5,4365,0.596
34.84,19,5,4256,0.611257049
36.55,80,2,1845,1.41
102.58,156,3,3183,0.81726673
34.68,28,5,5738,0.453347856
24.48,32,4,5846,0.44497092
23.19,598,2,3060,0.85
88.23,585,3,3064,0.848629243
66.32,249,5,7216,0.360292406
47.32,715,2,3030,0.857920792
20.58,524,3,3318,0.783438819
32,2,3,3967,0.655255861
41.74,367,3,3390,0.766666667
50.26,116,2,2253,1.153528628
80.65,42,8,7686,0.338118657
25.13,183,2,4153,0.625740429
13.81,85,5,3224,0.806001861
13.29,398,2,3603,0.721176797
13.29,398,2,3603,0.721176797
35.23,32,3,4343,0.598268478
24.19,84,10,5557,0.467545438
82.35,258,5,3511,0.739974366
61.45,479,3,4430,0.586455982
44.45,488,4,3124,0.831546095
36,151,2,2822,0.920496102
66.32,12,2,3559,0.729845462
56.19,205,3,2857,0.909177459
89.03,99,4,3573,0.726980129
77.26,5,2,3704,0.701171706
13.97,257,3,3254,0.798113092
19.23,84,7,5003,0.519070558
110.06,566,3,3636,0.714081408
43.94,625,3,3014,0.861413404
49.9,559,2,4154,0.625
18.13,546,2,4154,0.625
83.61,337,2,4154,0.625
110.13,594,2,4154,0.625
62.55,598,2,4154,0.625
40.39,592,2,4154,0.625
71.68,32,2,4154,0.625
68.35,520,2,4154,0.625
28.45,353,2,4154,0.625
44.68,18,2,4154,0.625
83.1,50,2,3707,0.700356083
100.94,257,3,2653,0.978578967
14,295,2,3904,0.665
30.97,453,6,3894,0.666666667
12.13,3,4,3467,0.748748197
21.68,636,2,4031,0.643984123
16.45,410,3,5361,0.484172729
28.77,346,4,4142,0.626641719
23.42,432,4,3712,0.69921875
12.84,6,3,2063,1.25796413
23.26,12,2,4708,0.551219201
33.1,438,3,2929,0.885967907
63.35,100,4,4110,0.631364964
13.94,283,4,3633,0.714181118
22.16,505,2,3010,0.861993355
71.97,203,2,3951,0.656643888
12.84,37,4,2760,0.94
74.42,574,3,3459,0.750043365
14.52,88,3,4957,0.523322574
12.74,221,3,4514,0.574656624
55.94,429,3,4747,0.546439857
46.42,57,5,2895,0.896
76.03,121,6,5446,0.47625964
31.39,110,3,4370,0.593496568
22.06,44,2,3106,0.835
37.81,193,3,4058,0.639095614
50.61,142,5,3155,0.822
48.16,212,2,4027,0.643930966
48.06,188,2,4027,0.643930966
69.35,595,3,2593,1
65.13,397,3,3764,0.688881509
18.39,463,3,5787,0.448030067
28.94,128,3,4256,0.609154135
30.03,16,2,3748,0.69167556
19.77,496,4,5361,0.483529192
16.65,382,3,2816,0.920419034
33.55,1,6,3332,0.777848139
25.13,652,2,4615,0.561581798
23.03,238,3,3286,0.788630554
18.1,284,4,4010,0.646122195
17.48,7,2,2728,0.949527126
15.68,455,2,2590,1
99.32,469,3,4200,0.616666667
22.42,308,2,4153,0.623621478
12.55,297,2,5336,0.485361694
82.23,67,5,4718,0.548914794
18.16,413,4,3024,0.85639881
51.74,412,2,5754,0.45
39.52,242,3,2999,0.86333111
18.13,542,4,3754,0.689664358
71.16,291,4,4421,0.585528161
49.61,231,2,3203,0.808129878
46.42,10,4,6643,0.389643233
35.65,106,2,2892,0.895
31.84,282,3,4075,0.635121472
45.45,479,4,3806,0.679873883
32,445,3,5242,0.493618848
77.97,539,4,3044,0.85
17.9,235,4,4188,0.6175
14.19,299,4,4999,0.517271454
36.68,516,2,3413,0.757632581
71.42,585,4,3164,0.817193426
13.71,65,2,3042,0.849911243
23.97,451,4,4984,0.518719904
48.74,328,3,6090,0.424482759
48.03,541,3,4825,0.535761658
24.45,720,3,3321,0.778319783
89.55,510,3,1983,1.30332829
13.81,420,2,1988,1.3
61.58,145,4,5570,0.463980251
38.55,151,4,4392,0.588196721
81.29,80,3,3399,0.76
31.13,258,3,2626,0.983640518
21.42,647,2,5740,0.45
32.13,311,4,3521,0.733541607
47.81,511,3,3826,0.675039205
87.71,3,5,6852,0.376894337
19.68,451,2,3126,0.826119642
15.52,356,2,4375,0.590262857
14.68,225,2,3402,0.759059377
22.97,533,2,2582,1
22.97,540,2,2582,1
22.97,337,2,2582,1
20.1,152,3,2743,0.941159315
64.1,244,2,3253,0.793495235
40.68,164,9,5220,0.494444444
21.32,645,2,4692,0.55
17.45,520,2,4692,0.55
44.19,550,2,4692,0.55
32.52,226,4,3970,0.65
17,328,4,3970,0.65
17.42,269,3,3991,0.646514658
16.65,31,10,6758,0.381796389
13.74,401,2,2580,1
86.9,397,2,3440,0.75
72.61,25,3,3027,0.852177073
73.39,69,6,3934,0.655668531
84.84,46,4,3312,0.778713768
32.26,542,2,2579,1
54.13,390,2,2579,1
56.9,485,3,4862,0.530440148
88.55,20,4,5201,0.495825803
29.32,76,3,3661,0.704381317
33.71,355,2,3820,0.675
99.35,340,4,2878,0.895865184
88.45,27,3,2117,1.217879074
12.81,144,4,4651,0.554336702
102.77,135,2,2783,0.926370823
90.97,431,5,4847,0.531854756
37.23,401,4,2788,0.924605452
68.84,267,3,3408,0.756373239
48.39,5,3,4367,0.590270208
35.16,301,4,7283,0.353932445
29.52,171,3,4191,0.615046528
69.03,81,3,5097,0.505709241
18.48,436,4,4296,0.6
17.03,61,3,3161,0.815368554
59.81,259,2,3593,0.717325355
23.81,77,5,5378,0.479179993
47.77,65,4,4471,0.576385596
12.39,48,4,5232,0.4925
20.55,131,4,3868,0.666171148
24.97,339,3,4149,0.621041215
52.29,577,6,3474,0.741666667
39.81,146,4,5155,0.499806014
87.29,23,5,4873,0.528709214
57.84,46,6,3829,0.672760512
47.29,344,3,3292,0.782411908
15.35,451,2,3904,0.659746414
50.97,411,5,5480,0.47
80,252,3,3820,0.67423822
28.19,109,3,4777,0.539137534
15.74,123,4,5170,0.498139265
38.48,302,4,4056,0.634928501
19.71,600,2,4200,0.613119048
12.06,221,3,2799,0.92
53.87,190,3,2799,0.92
90.52,188,3,2799,0.92
50.06,392,3,3599,0.71542095
60.32,529,2,3218,0.8
31.48,551,3,4394,0.585867091
14.97,400,2,3094,0.832013575
12.52,143,2,4633,0.555573063
24.45,433,2,4289,0.6
35.71,4,5,3806,0.676132422
93.77,16,4,4319,0.595762908
48.48,415,2,3852,0.667990654
18.32,488,3,2573,1
110.9,347,4,3066,0.839171559
66.1,387,3,3867,0.665296095
49.23,516,2,5378,0.478365563
50.74,466,4,2957,0.870003382
40.42,25,2,3012,0.854100266
90.87,463,5,4360,0.59
22.19,516,3,2661,0.966666667
74.35,261,4,6205,0.414518936
28.13,686,2,2572,1
82.32,556,3,3858,0.666666667
45.77,93,5,3188,0.806690715
20.19,206,3,3345,0.768816143
19.39,44,6,4642,0.554000431
47.39,99,8,3139,0.819219497
21.16,171,3,4170,0.616666667
16.35,403,2,3696,0.695616883
13.84,29,5,3105,0.827806763
21.26,256,2,3897,0.659479086
13.87,189,2,3313,0.775581044
65.32,554,3,4003,0.641868599
43.68,48,7,4060,0.632857143
35.84,446,5,3244,0.792046856
76.48,94,3,3367,0.763056133
51.94,449,3,6263,0.410091011
49.45,469,2,3741,0.686260358
22.13,159,5,6533,0.39297107
72.9,83,3,2070,1.24
22.97,177,3,4140,0.619927536
29.45,693,2,3600,0.712902778
17.65,255,4,4915,0.522166836
19.26,552,2,5380,0.476960967
20.71,263,2,4957,0.517657858
19.55,9,4,3927,0.653399542
19.55,208,2,3464,0.740692841
89.29,16,3,2799,0.916666667
18.87,116,2,4840,0.53
69.1,530,3,4091,0.626986067
31.61,145,2,4500,0.57
17.65,3,5,5396,0.475346553
107.68,98,5,4653,0.551235762
19.77,163,5,5480,0.468
49.35,704,2,2714,0.9449521
23.87,129,3,5567,0.46065026
73.52,134,4,2697,0.950719318
12.32,17,4,4459,0.575028033
23.55,716,2,3308,0.775
15.16,122,3,3924,0.653333333
67.32,63,3,3924,0.653333333
73.35,68,3,4492,0.570710151
76.16,25,4,4783,0.53597742
24.52,227,2,2797,0.916371112
14.39,187,3,3064,0.836455614
24.61,13,3,3528,0.726403061
94.65,602,4,2882,0.889208883
81.06,90,2,3394,0.755
68.03,240,6,2745,0.933442623
25.23,40,4,6648,0.385392599
18.16,162,3,3784,0.677034884
46.13,512,3,2648,0.967314955
29.77,291,2,3215,0.796684292
71.16,85,2,3053,0.838932198
17.26,419,3,3573,0.716806605
35.61,442,4,3379,0.757931341
30.39,201,2,3275,0.781981679
18.55,294,2,3275,0.781981679
83.19,653,2,4268,0.6
70.58,45,3,4198,0.609961887
12.81,16,5,2065,1.24
29.58,315,3,3871,0.661444071
17.13,69,6,4764,0.537439127
54.84,211,2,2995,0.854490818
59.65,258,5,2895,0.884
18.9,467,4,3367,0.76002376
53.97,400,3,2757,0.92796518
92.13,222,3,3068,0.83380704
24.23,715,2,3872,0.660666322
31.52,29,4,6853,0.373258427
17.97,481,2,5684,0.45
14.87,450,2,5684,0.45
50.84,43,2,2978,0.858885158
66.23,358,2,4126,0.619910325
90.58,575,2,3197,0.8
34.42,348,2,6536,0.39129437
25.29,466,3,4880,0.524057377
71.16,23,2,3934,0.65
28.61,696,2,3934,0.65
54.58,583,2,3934,0.65
53.35,641,3,5901,0.433333333
106.16,637,2,3934,0.65
20.29,611,2,3934,0.65
14.42,425,2,3934,0.65
32,611,2,3934,0.65
22.06,543,2,3934,0.65
77.16,696,2,3934,0.65
50.61,588,2,3934,0.65
16.58,291,2,7306,0.35
94.16,583,2,3934,0.65
90.39,502,2,3934,0.65
73.32,608,2,3934,0.65
67.77,604,2,3934,0.65
18.58,369,2,3934,0.65
110.58,700,2,3934,0.65
61.45,587,2,3934,0.65
19.29,585,2,3934,0.65
84.71,646,2,3934,0.65
26.81,721,2,3934,0.65
14.1,161,4,3514,0.727669323
17.13,506,3,4426,0.577541798
14.19,345,2,2964,0.862415655
47.39,463,3,3006,0.850332668
87.03,83,4,5194,0.492098575
17.94,282,4,3635,0.703136176
16.58,231,4,4724,0.541013971
92.84,606,2,2663,0.959707097
66.13,52,4,4401,0.580674847
25.32,16,4,3432,0.744615385
17.19,203,2,3253,0.785588687
18.39,558,2,4027,0.634591507
47.77,4,4,5744,0.444813719
24.52,273,2,2920,0.875
101.58,27,3,5216,0.489771856
21.68,631,2,3852,0.663110073
39.06,165,2,4644,0.55
24.42,229,2,2897,0.881322057
77.74,580,2,3451,0.739814547
23.97,9,3,3685,0.692770692
21.77,77,4,3733,0.683710153
83.84,458,5,4699,0.543147478
16.81,284,2,3405,0.74948605
25.13,291,2,3020,0.845019868
39.97,522,2,4314,0.591550765
22.35,579,3,4693,0.543756659
71.81,51,2,3042,0.838819855
64.74,257,4,3572,0.71431131
21.19,6,4,3052,0.835960026
15.13,337,3,2627,0.971069661
33.97,180,3,4736,0.538597973
26.68,192,3,4000,0.637645
82.77,221,2,3111,0.819855352
66.68,39,5,4439,0.574492003
33.52,423,3,3618,0.704795467
54.87,561,2,4184,0.609380975
18.97,319,2,2695,0.945974026
90.77,189,4,4160,0.612829327
20.77,109,3,3706,0.68780626
27.87,142,4,6068,0.420070864
42.13,148,2,3975,0.641210063
63.68,290,2,4078,0.625
50.97,372,3,2902,0.878221916
43.52,384,2,2548,1
63.84,41,4,4149,0.614121475
17.42,424,3,4433,0.574734942
23.13,477,6,3474,0.733333333
20.97,1,2,3774,0.675
86.77,197,2,4244,0.600235627
12.97,102,3,4023,0.633186677
40.45,467,3,3760,0.677446809
37.32,6,2,2652,0.960452489
37.39,49,2,3106,0.82
15.9,469,2,4044,0.629760138
50.26,367,8,3706,0.687101997
41.68,473,3,3646,0.698189797
16.61,130,4,6788,0.375
42.74,557,2,3667,0.694164167
43.16,468,4,4129,0.616396222
20.32,245,2,3142,0.81
32.71,20,2,3087,0.824421769
15.06,345,3,3014,0.844276709
13.13,107,4,4142,0.614249155
22.1,673,2,2678,0.95
80.32,480,4,4510,0.564079823
17.48,467,3,2775,0.916666667
54.71,236,5,6416,0.396430798
60.74,357,4,2608,0.975115031
36.97,541,2,2422,1.05
64.45,11,2,4986,0.51
37.35,128,7,4531,0.561193997
18.71,207,4,4246,0.598695243
12.84,143,7,6190,0.410615509
31.26,647,3,2862,0.888050314
34.97,617,2,3289,0.772757677
12.1,221,3,2889,0.879387331
27.71,525,2,5558,0.457052897
54.45,33,3,3357,0.756610069
24.42,655,2,2822,0.9
64.9,258,3,8466,0.3
44.39,78,3,3006,0.844850299
86.55,165,5,4670,0.543773019
16.45,86,3,5867,0.432825976
26.61,296,2,3542,0.71691135
60.42,308,5,4341,0.584888275
31.29,133,4,4139,0.6134187
25.26,219,3,3161,0.803204682
22.03,604,3,5642,0.45
22.58,364,3,4743,0.535294118
12.19,212,5,3606,0.704026622
71.71,93,4,4624,0.549026817
105.42,119,5,5416,0.468685377
12.68,385,2,5344,0.475
54.55,90,2,4044,0.627616222
20.32,121,4,5206,0.487529773
29.77,698,4,4302,0.589969781
25.68,244,3,2799,0.906666667
16.1,111,3,3400,0.746382353
30.39,633,2,4223,0.600911674
36.48,152,5,5285,0.480155156
41.1,173,2,3904,0.65
19.39,236,3,2680,0.946865672
17.94,16,4,6093,0.416464796
73.13,203,2,3333,0.761323132
51.06,154,2,4065,0.624189422
40.45,522,3,4394,0.577378243
34.74,166,3,3431,0.739347129
24.97,373,5,5946,0.42653885
64.42,482,4,2536,1
47.74,205,3,3881,0.653396032
21.48,290,3,3191,0.794669383
42.97,526,2,3341,0.758874588
13.61,79,5,3775,0.67157351
72,376,2,3667,0.69124625
24.71,208,4,3884,0.652582389
31.81,45,8,4640,0.54625
76.74,76,3,3993,0.634758327
62.19,499,4,6269,0.404259052
88.29,195,2,4570,0.55450547
84.06,263,2,4154,0.61
91.71,263,2,4154,0.61
24.32,51,6,5242,0.48338802
23.32,448,6,6212,0.407887959
72.32,101,3,4394,0.576636322
14.1,116,3,3353,0.755651655
36.94,41,3,3154,0.803135701
15.77,230,2,3122,0.81132287
12.48,225,3,2768,0.915014451
51.87,300,2,6412,0.395
19.77,328,2,5954,0.425352704
15.13,212,4,3876,0.653359133
69.16,541,4,4945,0.512082912
61.77,195,3,2979,0.85
38.55,45,3,3935,0.643491741
19.26,69,2,2400,1.055
22.29,492,3,2532,1
15.58,99,2,3970,0.6377733
51.77,250,4,3787,0.668560866
51.06,171,2,7672,0.33
17.1,35,3,3102,0.816170213
28.94,368,3,3944,0.641911765
29.74,58,4,3492,0.725
30.45,434,3,2625,0.964457143
20.45,350,3,3468,0.729959631
13.39,239,3,4517,0.560433916
13.84,22,5,6450,0.392455814
21.74,638,3,5973,0.42379039
77.77,333,2,3019,0.838357072
33.06,400,3,3642,0.694892916
108.16,168,3,4193,0.603529692
25.81,381,5,3928,0.644233707
83.97,567,2,2892,0.875
12.77,38,2,2892,0.875
16.55,502,2,2892,0.875
21.06,638,2,2892,0.875
82.32,74,2,2892,0.875
94.81,209,2,3822,0.662051282
16.32,381,3,6474,0.390824838
31.97,12,3,4163,0.60776123
39.94,24,3,4093,0.618138285
15.39,226,4,3640,0.695
16.65,261,3,2875,0.879923478
12.97,339,2,3546,0.713409475
54.23,604,3,3562,0.71016283
40.45,37,5,5360,0.471929104
19,550,2,3544,0.713713318
24.35,6,5,5855,0.432
12.65,208,5,5855,0.432
38.52,180,3,3713,0.681190412
47.06,9,6,4163,0.607468172
41.48,300,3,4124,0.613200776
12.32,60,2,2631,0.960992018
20.32,338,4,4143,0.610258267
31.71,156,3,2748,0.92
70.42,447,3,3038,0.832159315
24.39,197,2,2841,0.889640971
23.19,102,3,3050,0.828655738
16.39,205,4,5640,0.448095745
25.45,35,6,3478,0.726624497
12.68,339,3,4504,0.561101243
37.52,238,4,4948,0.510743735
30.06,178,3,3576,0.706666667
49.32,514,2,3847,0.656875487
15.61,275,2,4392,0.575318761
39.81,113,3,3693,0.684167344
24.9,361,2,3437,0.735117835
13.1,224,4,3609,0.700016625
14.26,428,3,3006,0.840352628
23.26,302,3,3582,0.705164712
31.52,593,3,2830,0.892438163
38.23,437,3,2784,0.907147989
38.16,235,3,4019,0.62838517
69.19,84,2,3087,0.818049887
17.94,336,3,4141,0.609804395
30.39,48,3,3671,0.687837102
20.55,512,2,2020,1.25
23.84,616,3,3030,0.833333333
39.61,589,4,2589,0.975241406
24.61,226,2,1728,1.46109375
12.97,140,6,5955,0.423937867
14.32,195,3,2744,0.92
53.29,496,3,4191,0.602338344
30.68,537,3,4266,0.591690108
68.65,169,6,7789,0.323995378
47.03,112,6,5658,0.445982679
15.16,183,3,5440,0.463827206
43.9,398,3,2653,0.951074256
74.97,420,5,2900,0.87
70.45,26,8,4088,0.617172211
16.55,30,6,4173,0.604543494
85.35,82,5,3899,0.646912029
93.06,223,4,3708,0.680186084
53.32,103,2,3041,0.82936534
37.87,164,4,3800,0.663657895
18.94,530,3,4111,0.613403065
24.74,170,3,4203,0.599907209
84,102,2,3453,0.730150594
66.39,661,4,4525,0.557149171
32.16,547,2,3878,0.65
56.9,263,3,3055,0.825096563
15.65,41,5,3225,0.781544186
32.71,608,2,3734,0.675
60.55,413,4,3792,0.664636076
41.42,86,3,4538,0.555376818
15.03,35,2,4639,0.543283035
18.19,425,2,2800,0.9
50.61,9,3,3310,0.761214502
32.26,14,2,1750,1.439777143
64.87,5,4,6774,0.371941246
20.52,252,2,6460,0.39
97.77,611,3,2799,0.9
105.29,256,4,3548,0.71
91.35,337,3,3184,0.790986181
18.48,525,3,1871,1.346071619
45.45,677,2,3148,0.8
15.03,453,2,3148,0.8
34.71,214,3,3214,0.783559428
71.71,55,3,3405,0.73948605
39.35,40,5,4244,0.593254006
20.48,298,2,3934,0.64
35.55,332,2,4196,0.6
34.16,527,3,3002,0.838640906
14.48,438,2,4196,0.6
66.81,469,2,4196,0.6
76.32,10,3,5149,0.48887551
24.39,493,2,2765,0.910379747
33.1,665,3,2517,1
34.1,96,3,6636,0.379287221
87.23,494,3,2910,0.864810997
17.81,355,2,4593,0.547855432
73.32,256,2,3317,0.758453422
89.81,37,2,2985,0.842696817
48.97,3,4,3959,0.635281637
68.13,709,2,2515,1
22.77,35,3,3030,0.83
59.87,45,5,2625,0.958
52.03,127,2,5715,0.44
37.97,527,3,3689,0.681553266
17.52,190,2,1908,1.317610063
104.35,594,3,3370,0.745964392
14.23,363,4,3260,0.771042945
32,635,2,3142,0.8
38.58,348,2,4570,0.55
15.16,317,4,7789,0.322698678
21.16,395,2,4570,0.55
110.1,80,3,6231,0.403333333
59.94,11,2,4154,0.605
31.58,267,4,4401,0.571011134
17.58,192,2,4420,0.568552036
15.68,103,2,1782,1.41
42.65,39,4,5065,0.496071076
14.87,218,5,5836,0.430488348
12.26,337,5,7236,0.347153123
13.29,218,3,3376,0.743951422
28.71,25,2,2616,0.96
12.94,26,3,4707,0.533433185
25.68,277,3,2832,0.886581921
13.23,144,6,5808,0.432283058
28.42,33,2,4140,0.606434783
19.32,588,2,3976,0.631426056
19.32,588,2,3976,0.631426056
38.52,256,2,3381,0.742484472
30.06,113,2,4692,0.535
45.68,216,4,2776,0.904020173
66.68,121,4,4122,0.608820961
18.06,541,2,2868,0.875
64.9,491,2,4182,0.6
32.97,227,2,2677,0.937302951
78.97,553,2,4173,0.601186197
16.32,124,7,7182,0.349302423
23.9,729,2,5147,0.487264426
30.84,248,2,2726,0.92
70.39,565,4,4518,0.555090748
13.68,345,2,4961,0.505462608
14.19,145,2,3769,0.665287875
25.13,618,3,4958,0.505667608
70.13,10,2,4246,0.590454545
27.58,651,2,3458,0.725
30.58,108,5,3369,0.744108044
51.74,144,3,3229,0.776196965
37.74,459,3,4240,0.591108491
26.71,203,4,5191,0.482793296
70.06,277,4,2885,0.868682842
27.13,258,5,4478,0.559633765
33.77,88,4,5445,0.460240588
24.13,103,2,5126,0.488868513
35.1,72,8,4640,0.54
29.1,111,5,3822,0.65552067
21.03,578,3,6263,0.4
38.1,339,3,3877,0.646143926
23.81,8,2,2112,1.186107955
30.84,716,2,4175,0.6
38.58,662,3,4526,0.553446752
24.13,489,4,3036,0.825
18.39,56,4,6719,0.372763804
32.35,629,2,2962,0.845442269
19.71,75,3,3970,0.630780856
14.29,71,2,2767,0.904987351
79.97,55,3,2617,0.956839893
106.1,632,3,3131,0.799680613
13.65,151,4,3590,0.69743454
93.55,561,2,2669,0.938029224
52.71,610,2,4017,0.623238735
74.26,132,3,3970,0.630589421
40.48,488,3,3350,0.747253731
38.16,431,4,3302,0.758101151
31.48,618,3,4191,0.597279885
66.65,175,4,3910,0.640186701
76.84,133,2,3736,0.67
14.03,403,2,2806,0.892017106
49.26,208,6,5339,0.468782544
68.74,606,3,2730,0.916666667
79.58,175,3,5530,0.452513562
39.06,402,2,2780,0.9
98.81,313,2,4170,0.6
12.87,113,2,4190,0.597097852
22.74,687,2,3228,0.775
32.97,596,3,5733,0.436263736
28.16,19,3,3551,0.704266404
70.13,437,3,4282,0.583979449
15.61,241,4,4763,0.52500105
33.71,153,3,5528,0.452311867
